identity_confidence,income_confidence,foir,cibil_score_normalized,cashflow_stability,employment_tier,loan_to_income_ratio,label
0.6939,0.8266,0.7482,0.7477,0.6006,4,6.3648,0.4188
0.814,0.7575,0.9002,0.4905,0.7984,2,7.0071,0.4955
0.9155,0.9053,0.5744,0.3439,0.4105,2,3.1801,0.6331
0.8584,0.9132,0.7388,0.7657,0.7368,2,4.6278,0.6152
0.7351,0.9664,0.227,0.5333,0.5244,1,7.1865,0.6171
0.7247,0.925,0.2534,0.6187,0.9434,3,1.9489,0.6669
0.8064,0.6316,0.7785,0.6778,0.7955,4,2.8983,0.4628
0.8569,0.6369,0.531,0.7963,0.8088,4,3.3683,0.6108
0.7088,0.9366,0.2763,0.9186,0.7453,4,6.7674,0.6042
0.6501,0.8298,0.7806,0.6192,0.3493,2,3.047,0.4755
0.6366,0.8887,0.1303,0.8933,0.7721,1,6.4347,0.6779
0.8568,0.7041,0.9202,0.7116,0.8257,3,5.2025,0.4501
0.8766,0.825,0.4703,0.8897,0.5579,3,7.1166,0.5965
0.8118,0.8313,0.7047,0.6903,0.4974,2,3.8037,0.505
0.5706,0.9488,0.6988,0.6707,0.8439,3,5.4765,0.4769
0.9599,0.7761,0.5223,0.6182,0.8163,3,2.516,0.6157
0.725,0.8251,0.2531,0.6462,0.8208,1,5.2709,0.645
0.8895,0.8844,0.6935,0.5071,0.6385,3,2.2819,0.5958
0.9656,0.8898,0.8971,0.5856,0.7588,4,2.7898,0.5675
0.7511,0.6882,0.2811,0.8387,0.8321,2,3.0944,0.6418
0.9708,0.6629,0.6273,0.949,0.5735,4,5.8295,0.5572
0.7081,0.6659,0.6003,0.924,0.6149,2,3.4657,0.532
0.6,0.8254,0.5965,0.8184,0.8625,5,5.1493,0.5183
0.7927,0.8196,0.4004,0.5707,0.7638,2,3.579,0.6606
0.7089,0.8344,0.3225,0.7739,0.8708,4,5.4445,0.5751
0.7418,0.8401,0.9943,0.8141,0.5622,4,6.7751,0.4051
0.7971,0.9204,0.1861,0.831,0.5045,5,5.5208,0.5628
0.9083,0.914,0.8832,0.8454,0.8749,5,3.9501,0.5785
0.9752,0.8233,0.367,0.8036,0.8158,3,1.9846,0.6301
0.8304,0.8014,0.8812,0.6761,0.4584,2,4.1937,0.5455
0.792,0.8607,1.0,0.513,0.8145,4,4.7054,0.4748
0.8553,0.7302,0.5882,0.4459,0.877,2,1.693,0.666
0.7422,0.9206,0.6373,0.8012,0.7842,2,1.2317,0.6926
0.9012,0.5074,0.2234,0.89,0.8817,2,0.7093,0.7087
0.8005,0.9176,0.319,0.7638,0.652,2,4.576,0.6504
0.845,0.8566,0.494,0.7796,0.8927,2,6.8371,0.5915
0.8971,0.6517,0.3771,0.6757,0.4155,4,4.9714,0.5117
0.6408,0.749,0.14,0.5542,0.619,4,4.628,0.5241
0.5806,0.8005,0.42,0.558,0.7563,3,2.1325,0.5715
0.6788,0.9847,0.8114,0.6034,0.3508,2,1.4718,0.5468
0.9035,0.7209,0.4596,0.7216,0.7491,2,7.6563,0.623
0.8058,0.868,0.2883,0.8632,0.5466,2,4.5,0.5895
0.4449,0.8448,0.0705,0.3819,0.8831,5,4.0449,0.5212
0.7934,0.9162,0.674,0.7275,0.622,3,6.8214,0.5697
0.7371,0.915,0.3951,0.6484,0.7584,2,2.1712,0.6607
0.8574,0.5277,0.2586,0.9079,0.825,5,2.3917,0.6452
0.5999,0.8901,0.4243,0.7212,0.7381,4,0.8642,0.6694
0.7407,0.6307,0.6622,0.707,0.5826,3,5.2816,0.3916
0.6856,0.9186,0.2627,0.7751,0.8505,1,6.5108,0.6631
0.7056,0.8863,0.3094,0.6932,0.9673,4,5.4206,0.5628
0.4904,0.9,0.2433,0.8331,0.8489,2,5.9098,0.6312
0.8313,0.7359,0.647,0.8689,0.7228,3,3.9523,0.5841
0.6414,0.7489,0.44,0.5444,0.8625,2,7.735,0.4954
0.7956,0.8843,0.1119,0.4498,0.8932,3,4.5906,0.6204
0.774,0.8453,0.9509,0.8279,0.7302,3,5.8325,0.4644
0.7178,0.8975,0.9008,0.7746,0.9268,3,4.0841,0.5945
0.7522,0.7484,0.0998,0.9209,0.7515,2,7.7,0.6375
0.8034,0.833,0.7446,0.5117,0.7041,4,6.4794,0.5043
0.8435,0.8883,0.3358,0.623,0.7396,3,2.7583,0.6423
0.9054,0.8221,0.702,0.6427,0.8552,3,2.5788,0.6314
0.8066,0.9326,0.8664,0.6318,0.859,2,4.0674,0.5567
0.8896,0.9488,0.6787,0.6577,0.8777,1,1.6391,0.7536
0.8203,0.7418,1.0,0.6674,0.5606,2,6.0719,0.4308
0.8515,0.9112,0.7409,0.6692,0.4706,4,7.1883,0.4768
0.9379,0.6903,0.8307,0.7953,0.6696,1,2.634,0.5995
0.8319,0.9359,0.0495,0.67,0.7526,5,5.2078,0.6091
0.8137,0.9803,1.0,0.8777,0.9423,4,5.8394,0.5733
0.6804,0.7938,0.4088,0.6032,0.7197,5,3.0322,0.565
0.8252,0.454,0.698,0.8643,0.4099,4,5.7763,0.3911
0.8304,0.7987,0.4631,0.6648,0.316,3,4.6292,0.5346
0.7812,0.8664,0.1913,0.9142,0.2315,3,7.8024,0.6033
0.8403,0.7804,0.2536,0.4017,0.6474,5,2.6523,0.6316
0.7963,0.6464,0.181,0.6653,0.6079,4,4.1444,0.5433
0.934,0.7599,0.1548,0.7085,0.7904,2,0.8116,0.7648
0.7322,0.6758,0.91,0.4542,0.5221,4,5.1173,0.3469
0.7361,0.8201,0.5345,0.5304,0.7685,5,3.0635,0.4888
0.8517,0.9603,0.0105,0.6732,0.8113,2,2.9609,0.8219
0.9097,0.9197,0.5651,0.3965,0.5766,1,6.7509,0.5555
0.9144,0.8274,0.3181,0.8795,0.7853,3,7.6294,0.6244
0.8281,0.8842,0.0763,0.5529,0.5807,2,2.0149,0.7547
0.7762,0.9094,0.7645,0.7291,0.6827,4,3.2014,0.6137
0.7694,0.7796,0.6744,0.7997,0.886,3,3.1175,0.5585
0.7552,0.8408,0.8701,0.8273,0.665,5,6.6857,0.4505
0.7922,0.8498,0.6189,0.5697,0.2522,4,4.0658,0.4915
0.9188,0.9481,0.8941,0.7076,0.5654,2,1.1579,0.6545
0.7834,0.8943,0.0768,0.8146,0.4912,3,7.2578,0.6596
0.8068,0.8376,0.8294,0.8853,0.5668,3,1.9196,0.6373
0.7015,0.7138,0.7907,0.8297,0.4875,2,6.8429,0.435
0.9161,0.5824,0.5079,0.7663,0.9565,3,4.398,0.5616
0.5689,0.702,0.6867,0.8032,0.7166,2,1.7622,0.5891
0.9699,0.7531,0.5424,0.5874,0.6115,5,2.8689,0.5635
0.7299,0.9098,0.2806,0.539,0.5917,5,0.7406,0.7034
0.8903,0.8613,0.762,0.6345,0.6842,3,6.8372,0.5086
0.9455,0.7543,0.8546,0.7605,0.6737,4,0.5965,0.625
0.9149,0.6194,0.5789,0.665,0.7437,4,2.1584,0.5329
0.764,0.8486,0.4937,0.5966,0.8153,2,7.5903,0.5932
0.6339,0.8461,0.8886,0.6027,0.4523,3,5.2697,0.4093
0.8849,0.64,0.4652,0.9581,0.4377,4,0.5524,0.7389
0.7079,0.8872,0.3987,0.5989,0.6287,3,4.9969,0.5596
0.9089,0.9102,0.7273,0.7136,0.7702,3,3.3197,0.6174
0.7531,0.8918,0.6798,0.8933,0.9164,4,2.0843,0.6287
0.9024,0.8894,0.3076,0.8422,0.8221,3,7.2549,0.6253
0.8828,0.7574,0.2423,0.5458,0.857,2,5.2001,0.6072
0.5368,0.8536,0.4005,0.4988,0.9202,3,7.6798,0.4717
0.617,0.9932,0.5334,0.9756,0.7642,2,6.2437,0.6032
0.8747,0.7175,0.4012,0.7441,0.5316,1,2.3227,0.6417
0.6812,0.9216,0.5449,0.8414,0.7311,1,5.2615,0.5428
0.8951,0.9009,0.7199,0.8056,0.8586,3,5.7927,0.5935
0.7927,0.9432,0.5836,0.8485,0.6342,3,3.3089,0.6303
0.9376,0.7688,0.2485,0.4622,0.8448,4,6.1618,0.5988
0.8106,0.8022,0.9012,0.7741,0.9049,3,4.1825,0.4683
0.9277,0.9514,0.8688,0.689,0.8146,3,5.6946,0.5396
0.7942,0.9475,0.6421,0.5869,0.6933,3,4.2509,0.4971
0.7993,0.8729,0.5321,0.5249,0.3221,1,2.0095,0.6317
0.861,0.6006,0.4066,0.7299,0.5772,4,6.4385,0.5489
0.7786,0.8368,0.2148,0.5975,0.5871,2,1.1243,0.7337
0.8776,0.943,0.5057,0.6079,0.7345,3,7.2835,0.6022
0.7644,0.7263,0.7117,0.8284,0.6608,2,3.5335,0.5193
0.8341,0.9001,0.6368,0.6418,0.5575,4,0.536,0.6276
0.8571,0.7502,0.6728,0.763,0.6263,3,4.8317,0.5192
0.8346,0.6717,0.5475,0.9027,0.6832,5,2.9113,0.5866
0.7855,0.7596,0.4727,0.7155,0.8017,3,6.4376,0.572
0.7691,0.9268,0.3671,0.7915,0.8748,2,3.8451,0.7086
0.8045,0.854,0.8526,0.5121,0.501,5,7.909,0.4099
0.9717,0.8413,0.4172,0.7915,0.8291,3,1.4849,0.781
0.8722,0.8552,0.1914,0.7248,0.6838,4,0.8561,0.7887
0.689,0.8152,0.2285,0.5861,0.6363,5,5.0429,0.5332
0.7148,0.8269,0.1359,0.7431,0.6614,2,3.7444,0.6424
0.8545,0.8752,0.2979,0.7582,0.7053,2,5.283,0.6099
0.7647,0.8853,0.8747,0.7354,0.5421,2,3.0829,0.5968
0.5716,0.6549,0.3404,0.8911,0.6647,3,6.4008,0.5343
0.6799,0.8916,0.256,0.7197,0.9477,3,1.7126,0.6971
0.8841,0.9267,0.4811,0.3666,0.9283,2,2.1788,0.6531
0.63,0.784,0.3811,0.8657,0.5918,4,4.8602,0.5628
0.7537,0.8416,0.63,0.7615,0.7911,5,5.6726,0.5561
0.6972,0.7655,0.2868,0.9429,0.805,3,2.4656,0.7244
0.6134,0.9181,0.5742,0.7276,0.6326,4,7.2588,0.4664
0.8038,0.679,0.5632,0.2882,0.861,5,2.4649,0.5566
0.9476,0.7733,0.6783,0.4748,0.8082,2,0.7578,0.6071
0.6375,0.9188,1.0,0.8031,0.8246,4,7.1075,0.4048
0.7307,0.9642,0.9707,0.8084,0.9677,2,7.6451,0.5327
0.7473,0.6894,0.4877,0.4911,0.3859,5,4.2787,0.4742
0.433,0.6217,0.6332,0.5081,0.8544,5,1.5269,0.455
0.9285,0.9705,0.2128,0.4609,0.8165,4,4.6404,0.6353
0.8976,0.8406,0.4435,0.7571,0.3199,4,7.7289,0.5856
0.7566,0.8814,0.8189,0.6996,0.6836,5,2.4931,0.5266
0.8785,0.7949,0.3077,0.7,0.5811,4,7.1872,0.6159
0.6963,0.7105,0.2935,0.7617,0.8838,5,6.5522,0.5621
0.6455,0.8014,0.1176,0.5708,0.8806,5,7.7443,0.5046
0.8497,0.9704,0.5493,0.8026,0.7724,5,7.7091,0.6134
0.8354,0.6854,0.2923,0.8864,0.6703,3,4.0599,0.6268
0.9728,0.7005,0.8805,0.7309,0.4473,4,5.6514,0.4623
0.8107,0.8052,0.3529,0.6872,0.5376,2,5.7921,0.5367
0.5952,0.9377,0.284,0.8264,0.7964,4,1.2189,0.6582
0.8657,0.8601,0.924,0.8036,0.8841,3,0.9526,0.6268
0.8396,0.5872,0.652,0.5319,0.6053,1,4.7024,0.4624
0.9089,0.824,0.4088,0.9679,0.8197,4,5.3494,0.6342
0.6838,0.4797,0.1316,0.7841,0.9607,4,5.7973,0.549
0.8062,0.6581,0.4358,0.8806,0.442,3,3.703,0.5334
0.8513,0.5789,0.5256,0.6603,0.8043,5,2.1701,0.5944
0.3871,0.8762,1.0,0.6011,0.5559,4,4.8107,0.3404
0.8531,0.8394,0.1877,0.9606,0.6554,1,4.5741,0.7069
0.9044,0.9574,0.2499,0.8493,0.8975,3,4.6057,0.7404
0.7317,0.7437,0.5576,0.7374,0.6647,2,2.9241,0.573
0.8503,0.8998,0.3743,0.3947,0.8404,2,5.7004,0.6112
0.7848,0.9863,0.8644,0.8041,0.4518,3,4.4892,0.5286
0.8076,0.9192,0.3361,0.7386,0.8645,2,6.0807,0.6216
0.8295,0.5282,0.452,0.5019,0.8953,2,4.2874,0.5391
0.7992,0.9837,0.3484,0.8104,0.7339,3,3.1805,0.6543
0.5027,0.9103,0.3133,0.876,0.6795,5,6.7654,0.5938
0.8656,0.7243,0.6148,0.8198,0.8532,5,4.5481,0.5491
0.947,0.8001,0.3011,0.5863,0.705,3,4.4629,0.6585
0.9359,0.6688,0.4627,0.7577,0.649,4,4.8713,0.5194
0.9229,0.7267,0.5559,0.4318,0.8438,3,5.8599,0.4737
0.8962,0.9045,0.1552,0.8992,0.4011,2,4.7615,0.6716
0.8294,0.6893,0.5451,0.4317,0.6043,2,6.7668,0.4741
0.8384,0.8591,0.2007,0.9254,0.8129,2,3.8672,0.697
0.3992,0.7962,0.4146,0.8942,0.6567,5,5.5042,0.4582
0.6352,0.9204,0.782,0.7052,0.6448,5,6.6159,0.4878
0.8093,0.8544,0.5151,0.7377,0.516,2,6.4718,0.5116
0.7675,0.8925,0.6014,0.9317,0.6068,5,0.7605,0.6939
0.8174,0.7718,0.5399,0.6887,0.6289,3,2.6574,0.5601
0.9344,0.8142,0.3812,0.8393,0.4611,4,7.6799,0.639
0.764,0.8381,0.4124,0.8072,0.9222,5,7.6388,0.607
0.8861,0.8796,0.4312,0.6708,0.7659,2,1.9941,0.7508
0.8325,0.8963,0.2776,0.8574,0.9666,5,4.1411,0.7027
0.5323,0.8711,0.4384,0.8618,0.8124,2,3.9737,0.599
0.8483,0.9203,0.522,0.8529,0.6801,3,1.8992,0.6519
0.8579,0.8775,0.5463,0.8038,0.7272,4,6.6616,0.5742
0.8237,0.4865,0.5696,0.5609,0.7491,4,3.2182,0.4595
0.8355,0.9344,0.8367,0.6108,0.7152,3,4.2994,0.5522
0.9152,0.8909,0.2066,0.5578,0.8335,2,7.5635,0.6357
0.916,0.6887,0.3373,0.3767,0.5661,3,4.1057,0.5614
0.5343,0.8199,0.6698,0.8225,0.534,2,2.3928,0.4978
0.8543,0.8026,0.2402,0.7018,0.5518,1,3.5808,0.6546
0.7536,0.8984,0.4135,0.7313,0.839,3,2.0646,0.7106
0.7139,0.7338,0.8691,0.7872,0.8009,5,5.0278,0.4875
0.6481,0.7067,0.0728,0.7749,0.8465,5,4.8802,0.6097
0.8953,0.7264,0.2976,0.6649,0.7027,4,4.1667,0.6183
0.9245,0.6781,0.3148,0.9392,0.7325,3,7.8973,0.6275
0.6111,0.9012,0.7159,0.572,0.7516,4,3.3876,0.5044
0.9273,0.8891,0.7901,0.7715,0.6482,2,2.2024,0.6877
0.9731,0.8874,0.4751,0.7363,0.6473,5,7.0661,0.5966
0.9711,0.8343,0.8153,0.7198,0.934,5,1.5237,0.6447
0.7699,0.5277,1.0,0.7606,0.652,2,1.9723,0.487
0.8868,0.7949,1.0,0.5904,0.8586,3,3.0059,0.5863
0.5708,0.8504,0.6268,0.6792,0.6294,5,7.3192,0.4451
0.6404,0.9719,0.4674,0.692,0.9026,2,2.6356,0.693
0.8358,0.7531,0.6449,0.8183,0.3503,1,5.8493,0.5088
0.6431,0.8483,0.6628,0.8951,0.8117,4,6.5323,0.5445
0.926,0.901,0.3454,0.9713,0.5477,3,3.826,0.7167
0.8646,0.6907,0.3128,0.8511,0.3308,5,1.2385,0.6136
0.8232,0.7759,0.3972,0.7232,0.6973,2,6.6842,0.5888
0.4919,0.9381,0.6175,0.6496,0.6331,3,2.9948,0.4941
0.7989,0.6995,0.7437,0.7406,0.5905,4,6.5918,0.4589
0.9559,0.8409,0.1998,0.7337,0.7991,3,2.1575,0.7999
0.7754,0.9659,0.6489,0.7282,0.687,5,6.6434,0.5564
0.617,0.6449,0.8205,0.5903,0.8179,4,3.1709,0.4475
0.532,0.6663,0.4968,0.7097,0.5661,5,7.0276,0.3979
0.5601,0.8513,0.8784,0.6646,0.6542,2,4.78,0.4091
0.6652,0.9142,0.7404,0.759,0.7945,2,0.5593,0.6647
0.5461,0.6433,0.3439,0.811,0.7312,3,3.8272,0.5693
0.8442,0.8684,0.3335,0.8244,0.6475,4,6.8517,0.6626
0.8004,0.8739,0.548,0.8544,0.9269,3,2.756,0.6518
0.911,0.7395,0.7698,0.6776,0.6761,1,7.1502,0.4975
0.567,0.7068,0.4768,0.6352,0.9503,5,4.3258,0.5335
0.9307,0.579,0.7112,0.8977,0.569,3,3.6749,0.5365
0.9161,0.9631,1.0,0.7305,0.4082,5,4.8528,0.4549
0.8119,0.7613,0.1459,0.6605,0.787,2,3.9493,0.6543
0.9058,0.872,0.3381,0.8756,0.6863,1,2.3147,0.7893
0.9584,0.6354,0.6715,0.7247,0.3346,3,6.4681,0.462
0.7848,0.7162,0.5329,0.5648,0.7642,4,5.2106,0.4825
0.8045,0.894,0.8378,0.6799,0.5038,2,3.991,0.5288
0.9493,0.7754,0.8398,0.5236,0.5417,5,5.2069,0.4443
